layer_idx,head_idx,best_accuracy,best_epoch,timestamp
0,0,0.6840277777777778,1,2025-09-14 00:34:48
0,1,0.6875,1,2025-09-14 00:34:48
0,2,0.6805555555555556,6,2025-09-14 00:34:48
0,3,0.7291666666666666,4,2025-09-14 00:34:48
0,4,0.71875,5,2025-09-14 00:34:48
0,5,0.6909722222222222,15,2025-09-14 00:34:48
0,6,0.6631944444444444,5,2025-09-14 00:34:48
0,7,0.6597222222222222,12,2025-09-14 00:34:48
0,8,0.71875,6,2025-09-14 00:34:48
0,9,0.6631944444444444,11,2025-09-14 00:34:48
0,10,0.7256944444444444,14,2025-09-14 00:34:48
0,11,0.6805555555555556,5,2025-09-14 00:34:48
0,12,0.6875,3,2025-09-14 00:34:48
0,13,0.6736111111111112,9,2025-09-14 00:34:48
0,14,0.65625,10,2025-09-14 00:34:48
0,15,0.6527777777777778,10,2025-09-14 00:34:48
0,16,0.7048611111111112,3,2025-09-14 00:34:48
0,17,0.7118055555555556,9,2025-09-14 00:34:48
0,18,0.6701388888888888,12,2025-09-14 00:34:48
0,19,0.7291666666666666,10,2025-09-14 00:34:48
0,20,0.6770833333333334,10,2025-09-14 00:34:48
0,21,0.6875,4,2025-09-14 00:34:48
0,22,0.71875,1,2025-09-14 00:34:48
0,23,0.6736111111111112,13,2025-09-14 00:34:48
0,24,0.6736111111111112,9,2025-09-14 00:34:48
0,25,0.7118055555555556,10,2025-09-14 00:34:48
0,26,0.7152777777777778,4,2025-09-14 00:34:48
0,27,0.7465277777777778,1,2025-09-14 00:34:48
0,28,0.7152777777777778,1,2025-09-14 00:34:48
0,29,0.6840277777777778,1,2025-09-14 00:34:48
0,30,0.6979166666666666,8,2025-09-14 00:34:48
0,31,0.7083333333333334,6,2025-09-14 00:34:48
0,32,0.7222222222222222,1,2025-09-14 00:34:48
0,33,0.6805555555555556,3,2025-09-14 00:34:48
0,34,0.6840277777777778,9,2025-09-14 00:34:48
0,35,0.6770833333333334,18,2025-09-14 00:34:48
0,36,0.7118055555555556,6,2025-09-14 00:34:48
0,37,0.71875,4,2025-09-14 00:34:48
0,38,0.6805555555555556,1,2025-09-14 00:34:48
0,39,0.7013888888888888,2,2025-09-14 00:34:48
1,0,0.6180555555555556,9,2025-09-14 00:34:48
1,1,0.7256944444444444,8,2025-09-14 00:34:48
1,2,0.6736111111111112,18,2025-09-14 00:34:48
1,3,0.7048611111111112,14,2025-09-14 00:34:48
1,4,0.6805555555555556,13,2025-09-14 00:34:48
1,5,0.6840277777777778,1,2025-09-14 00:34:48
1,6,0.6805555555555556,16,2025-09-14 00:34:48
1,7,0.7083333333333334,5,2025-09-14 00:34:48
1,8,0.6527777777777778,2,2025-09-14 00:34:48
1,9,0.6805555555555556,8,2025-09-14 00:34:48
1,10,0.6909722222222222,10,2025-09-14 00:34:48
1,11,0.7465277777777778,5,2025-09-14 00:34:48
1,12,0.7048611111111112,10,2025-09-14 00:34:48
1,13,0.7013888888888888,9,2025-09-14 00:34:48
1,14,0.6840277777777778,11,2025-09-14 00:34:48
1,15,0.6631944444444444,1,2025-09-14 00:34:48
1,16,0.7083333333333334,2,2025-09-14 00:34:48
1,17,0.6979166666666666,5,2025-09-14 00:34:48
1,18,0.71875,1,2025-09-14 00:34:48
1,19,0.7152777777777778,10,2025-09-14 00:34:48
1,20,0.6979166666666666,2,2025-09-14 00:34:48
1,21,0.7152777777777778,1,2025-09-14 00:34:48
1,22,0.6631944444444444,4,2025-09-14 00:34:48
1,23,0.6875,1,2025-09-14 00:34:48
1,24,0.6493055555555556,3,2025-09-14 00:34:48
1,25,0.7118055555555556,9,2025-09-14 00:34:48
1,26,0.7256944444444444,2,2025-09-14 00:34:48
1,27,0.7118055555555556,2,2025-09-14 00:34:48
1,28,0.7118055555555556,2,2025-09-14 00:34:48
1,29,0.7256944444444444,2,2025-09-14 00:34:48
1,30,0.7048611111111112,5,2025-09-14 00:34:48
1,31,0.7256944444444444,5,2025-09-14 00:34:48
1,32,0.7118055555555556,12,2025-09-14 00:34:48
1,33,0.6527777777777778,14,2025-09-14 00:34:48
1,34,0.6909722222222222,11,2025-09-14 00:34:48
1,35,0.7395833333333334,10,2025-09-14 00:34:48
1,36,0.6666666666666666,1,2025-09-14 00:34:48
1,37,0.7083333333333334,1,2025-09-14 00:34:48
1,38,0.6597222222222222,1,2025-09-14 00:34:48
1,39,0.6770833333333334,1,2025-09-14 00:34:48
2,0,0.6770833333333334,7,2025-09-14 00:34:48
2,1,0.6770833333333334,15,2025-09-14 00:34:48
2,2,0.6909722222222222,7,2025-09-14 00:34:48
2,3,0.6770833333333334,5,2025-09-14 00:34:48
2,4,0.6840277777777778,7,2025-09-14 00:34:48
2,5,0.7152777777777778,13,2025-09-14 00:34:48
2,6,0.6666666666666666,7,2025-09-14 00:34:48
2,7,0.6944444444444444,8,2025-09-14 00:34:48
2,8,0.7256944444444444,8,2025-09-14 00:34:48
2,9,0.6840277777777778,9,2025-09-14 00:34:48
2,10,0.6979166666666666,4,2025-09-14 00:34:48
2,11,0.6909722222222222,1,2025-09-14 00:34:48
2,12,0.7152777777777778,10,2025-09-14 00:34:48
2,13,0.6423611111111112,6,2025-09-14 00:34:48
2,14,0.6666666666666666,2,2025-09-14 00:34:48
2,15,0.6736111111111112,6,2025-09-14 00:34:48
2,16,0.6805555555555556,3,2025-09-14 00:34:48
2,17,0.7013888888888888,16,2025-09-14 00:34:48
2,18,0.7152777777777778,4,2025-09-14 00:34:48
2,19,0.6354166666666666,9,2025-09-14 00:34:48
2,20,0.6875,12,2025-09-14 00:34:48
2,21,0.6909722222222222,3,2025-09-14 00:34:48
2,22,0.6909722222222222,5,2025-09-14 00:34:48
2,23,0.6111111111111112,1,2025-09-14 00:34:48
2,24,0.71875,1,2025-09-14 00:34:48
2,25,0.6909722222222222,2,2025-09-14 00:34:48
2,26,0.6840277777777778,1,2025-09-14 00:34:48
2,27,0.7152777777777778,1,2025-09-14 00:34:48
2,28,0.7013888888888888,6,2025-09-14 00:34:48
2,29,0.6631944444444444,14,2025-09-14 00:34:48
2,30,0.6770833333333334,9,2025-09-14 00:34:48
2,31,0.6736111111111112,2,2025-09-14 00:34:48
2,32,0.6597222222222222,15,2025-09-14 00:34:48
2,33,0.6909722222222222,1,2025-09-14 00:34:48
2,34,0.6458333333333334,1,2025-09-14 00:34:48
2,35,0.7083333333333334,2,2025-09-14 00:34:48
2,36,0.7291666666666666,7,2025-09-14 00:34:48
2,37,0.7395833333333334,1,2025-09-14 00:34:48
2,38,0.6805555555555556,5,2025-09-14 00:34:48
2,39,0.6770833333333334,11,2025-09-14 00:34:48
3,0,0.7118055555555556,1,2025-09-14 00:34:48
3,1,0.6631944444444444,8,2025-09-14 00:34:48
3,2,0.6736111111111112,1,2025-09-14 00:34:48
3,3,0.7152777777777778,1,2025-09-14 00:34:48
3,4,0.6666666666666666,14,2025-09-14 00:34:48
3,5,0.7291666666666666,5,2025-09-14 00:34:48
3,6,0.7083333333333334,12,2025-09-14 00:34:48
3,7,0.7048611111111112,8,2025-09-14 00:34:48
3,8,0.6944444444444444,2,2025-09-14 00:34:48
3,9,0.71875,5,2025-09-14 00:34:48
3,10,0.6944444444444444,9,2025-09-14 00:34:48
3,11,0.7013888888888888,5,2025-09-14 00:34:48
3,12,0.6458333333333334,13,2025-09-14 00:34:48
3,13,0.6527777777777778,12,2025-09-14 00:34:48
3,14,0.6666666666666666,9,2025-09-14 00:34:48
3,15,0.6909722222222222,1,2025-09-14 00:34:48
3,16,0.7395833333333334,1,2025-09-14 00:34:48
3,17,0.7083333333333334,2,2025-09-14 00:34:48
3,18,0.7152777777777778,6,2025-09-14 00:34:48
3,19,0.6909722222222222,4,2025-09-14 00:34:48
3,20,0.7222222222222222,8,2025-09-14 00:34:48
3,21,0.6666666666666666,1,2025-09-14 00:34:48
3,22,0.6284722222222222,2,2025-09-14 00:34:48
3,23,0.6840277777777778,15,2025-09-14 00:34:48
3,24,0.6770833333333334,5,2025-09-14 00:34:48
3,25,0.6979166666666666,7,2025-09-14 00:34:48
3,26,0.7048611111111112,6,2025-09-14 00:34:48
3,27,0.6770833333333334,3,2025-09-14 00:34:48
3,28,0.7083333333333334,12,2025-09-14 00:34:48
3,29,0.7048611111111112,5,2025-09-14 00:34:48
3,30,0.6770833333333334,2,2025-09-14 00:34:48
3,31,0.7118055555555556,1,2025-09-14 00:34:48
3,32,0.7048611111111112,13,2025-09-14 00:34:48
3,33,0.7395833333333334,5,2025-09-14 00:34:48
3,34,0.6909722222222222,3,2025-09-14 00:34:48
3,35,0.7152777777777778,3,2025-09-14 00:34:48
3,36,0.7048611111111112,1,2025-09-14 00:34:48
3,37,0.7256944444444444,3,2025-09-14 00:34:48
3,38,0.6909722222222222,1,2025-09-14 00:34:48
3,39,0.6979166666666666,5,2025-09-14 00:34:48
4,0,0.7083333333333334,1,2025-09-14 00:34:48
4,1,0.7326388888888888,1,2025-09-14 00:34:48
4,2,0.7291666666666666,1,2025-09-14 00:34:48
4,3,0.7152777777777778,2,2025-09-14 00:34:48
4,4,0.6770833333333334,14,2025-09-14 00:34:48
4,5,0.6423611111111112,7,2025-09-14 00:34:48
4,6,0.6875,2,2025-09-14 00:34:48
4,7,0.7708333333333334,2,2025-09-14 00:34:48
4,8,0.7222222222222222,2,2025-09-14 00:34:48
4,9,0.6458333333333334,6,2025-09-14 00:34:48
4,10,0.7361111111111112,10,2025-09-14 00:34:48
4,11,0.6666666666666666,7,2025-09-14 00:34:48
4,12,0.7326388888888888,15,2025-09-14 00:34:48
4,13,0.6944444444444444,17,2025-09-14 00:34:48
4,14,0.7048611111111112,15,2025-09-14 00:34:48
4,15,0.7465277777777778,13,2025-09-14 00:34:48
4,16,0.7152777777777778,1,2025-09-14 00:34:48
4,17,0.7048611111111112,7,2025-09-14 00:34:48
4,18,0.6180555555555556,1,2025-09-14 00:34:48
4,19,0.7222222222222222,5,2025-09-14 00:34:48
4,20,0.6666666666666666,1,2025-09-14 00:34:48
4,21,0.6770833333333334,14,2025-09-14 00:34:48
4,22,0.7013888888888888,10,2025-09-14 00:34:48
4,23,0.7152777777777778,1,2025-09-14 00:34:48
4,24,0.7118055555555556,2,2025-09-14 00:34:48
4,25,0.7152777777777778,8,2025-09-14 00:34:48
4,26,0.7152777777777778,4,2025-09-14 00:34:48
4,27,0.7222222222222222,1,2025-09-14 00:34:48
4,28,0.6944444444444444,1,2025-09-14 00:34:48
4,29,0.6944444444444444,1,2025-09-14 00:34:48
4,30,0.7013888888888888,6,2025-09-14 00:34:48
4,31,0.6875,1,2025-09-14 00:34:48
4,32,0.6979166666666666,3,2025-09-14 00:34:48
4,33,0.7013888888888888,10,2025-09-14 00:34:48
4,34,0.6875,12,2025-09-14 00:34:48
4,35,0.6770833333333334,10,2025-09-14 00:34:48
4,36,0.7291666666666666,1,2025-09-14 00:34:48
4,37,0.6909722222222222,3,2025-09-14 00:34:48
4,38,0.6631944444444444,4,2025-09-14 00:34:48
4,39,0.7048611111111112,3,2025-09-14 00:34:48
5,0,0.6840277777777778,5,2025-09-14 00:34:48
5,1,0.6979166666666666,9,2025-09-14 00:34:48
5,2,0.6597222222222222,7,2025-09-14 00:34:48
5,3,0.7118055555555556,2,2025-09-14 00:34:48
5,4,0.65625,14,2025-09-14 00:34:48
5,5,0.7361111111111112,1,2025-09-14 00:34:48
5,6,0.6944444444444444,12,2025-09-14 00:34:48
5,7,0.6527777777777778,7,2025-09-14 00:34:48
5,8,0.6493055555555556,1,2025-09-14 00:34:48
5,9,0.7118055555555556,1,2025-09-14 00:34:48
5,10,0.71875,3,2025-09-14 00:34:48
5,11,0.7013888888888888,3,2025-09-14 00:34:48
5,12,0.6631944444444444,1,2025-09-14 00:34:48
5,13,0.6875,1,2025-09-14 00:34:48
5,14,0.6284722222222222,12,2025-09-14 00:34:48
5,15,0.7013888888888888,8,2025-09-14 00:34:48
5,16,0.7222222222222222,14,2025-09-14 00:34:48
5,17,0.6597222222222222,1,2025-09-14 00:34:48
5,18,0.6979166666666666,1,2025-09-14 00:34:48
5,19,0.7152777777777778,8,2025-09-14 00:34:48
5,20,0.6666666666666666,3,2025-09-14 00:34:48
5,21,0.6875,1,2025-09-14 00:34:48
5,22,0.6840277777777778,1,2025-09-14 00:34:48
5,23,0.6736111111111112,1,2025-09-14 00:34:48
5,24,0.7048611111111112,1,2025-09-14 00:34:48
5,25,0.7083333333333334,1,2025-09-14 00:34:48
5,26,0.71875,1,2025-09-14 00:34:48
5,27,0.7083333333333334,1,2025-09-14 00:34:48
5,28,0.7326388888888888,2,2025-09-14 00:34:48
5,29,0.6701388888888888,1,2025-09-14 00:34:48
5,30,0.7013888888888888,1,2025-09-14 00:34:48
5,31,0.7152777777777778,1,2025-09-14 00:34:48
5,32,0.65625,3,2025-09-14 00:34:48
5,33,0.7083333333333334,1,2025-09-14 00:34:48
5,34,0.7152777777777778,2,2025-09-14 00:34:48
5,35,0.6319444444444444,2,2025-09-14 00:34:48
5,36,0.7256944444444444,14,2025-09-14 00:34:48
5,37,0.7118055555555556,1,2025-09-14 00:34:48
5,38,0.75,9,2025-09-14 00:34:48
5,39,0.6875,2,2025-09-14 00:34:48
6,0,0.6458333333333334,9,2025-09-14 00:34:48
6,1,0.7222222222222222,1,2025-09-14 00:34:48
6,2,0.7291666666666666,2,2025-09-14 00:34:48
6,3,0.6875,8,2025-09-14 00:34:48
6,4,0.6840277777777778,11,2025-09-14 00:34:48
6,5,0.6875,13,2025-09-14 00:34:48
6,6,0.7013888888888888,4,2025-09-14 00:34:48
6,7,0.7048611111111112,2,2025-09-14 00:34:48
6,8,0.7118055555555556,6,2025-09-14 00:34:48
6,9,0.6875,3,2025-09-14 00:34:48
6,10,0.7013888888888888,11,2025-09-14 00:34:48
6,11,0.6875,11,2025-09-14 00:34:48
6,12,0.6840277777777778,2,2025-09-14 00:34:48
6,13,0.6805555555555556,6,2025-09-14 00:34:48
6,14,0.6631944444444444,4,2025-09-14 00:34:48
6,15,0.6840277777777778,10,2025-09-14 00:34:48
6,16,0.7222222222222222,1,2025-09-14 00:34:48
6,17,0.6770833333333334,1,2025-09-14 00:34:48
6,18,0.7118055555555556,2,2025-09-14 00:34:48
6,19,0.7569444444444444,3,2025-09-14 00:34:48
6,20,0.7013888888888888,5,2025-09-14 00:34:48
6,21,0.7534722222222222,1,2025-09-14 00:34:48
6,22,0.6701388888888888,1,2025-09-14 00:34:48
6,23,0.7013888888888888,15,2025-09-14 00:34:48
6,24,0.7118055555555556,5,2025-09-14 00:34:48
6,25,0.6909722222222222,13,2025-09-14 00:34:48
6,26,0.6388888888888888,1,2025-09-14 00:34:48
6,27,0.7395833333333334,16,2025-09-14 00:34:48
6,28,0.6805555555555556,4,2025-09-14 00:34:48
6,29,0.7152777777777778,8,2025-09-14 00:34:48
6,30,0.7083333333333334,1,2025-09-14 00:34:48
