layer_idx,head_idx,best_accuracy,best_epoch,timestamp
17,8,0.7975,10,2025-09-12 03:48:08
17,9,0.8325,13,2025-09-12 03:48:08
17,10,0.815,4,2025-09-12 03:48:08
17,11,0.8325,15,2025-09-12 03:48:08
18,0,0.83,6,2025-09-12 03:48:08
18,1,0.7675,19,2025-09-12 03:48:08
18,2,0.82,12,2025-09-12 03:48:08
18,3,0.7575,13,2025-09-12 03:48:08
18,4,0.81,11,2025-09-12 03:48:08
18,5,0.7775,8,2025-09-12 03:48:08
18,6,0.7825,12,2025-09-12 03:48:08
18,7,0.835,15,2025-09-12 03:48:08
18,8,0.79,4,2025-09-12 03:48:08
18,9,0.8025,14,2025-09-12 03:48:08
18,10,0.835,1,2025-09-12 03:48:08
18,11,0.775,7,2025-09-12 03:48:08
19,0,0.775,6,2025-09-12 03:48:08
19,1,0.735,10,2025-09-12 03:48:08
19,2,0.78,3,2025-09-12 03:48:08
19,3,0.7775,8,2025-09-12 03:48:08
19,4,0.785,12,2025-09-12 03:48:08
19,5,0.795,13,2025-09-12 03:48:08
19,6,0.8225,8,2025-09-12 03:48:08
19,7,0.8225,8,2025-09-12 03:48:08
19,8,0.845,3,2025-09-12 03:48:08
19,9,0.815,10,2025-09-12 03:48:08
19,10,0.8075,8,2025-09-12 03:48:08
19,11,0.8725,8,2025-09-12 03:48:08
20,0,0.79,9,2025-09-12 03:48:08
20,1,0.825,12,2025-09-12 03:48:08
20,2,0.7975,12,2025-09-12 03:48:08
20,3,0.78,13,2025-09-12 03:48:08
20,4,0.8,3,2025-09-12 03:48:08
20,5,0.805,14,2025-09-12 03:48:08
20,6,0.8225,5,2025-09-12 03:48:08
20,7,0.8225,10,2025-09-12 03:48:08
20,8,0.8075,17,2025-09-12 03:48:08
20,9,0.7825,12,2025-09-12 03:48:08
20,10,0.795,14,2025-09-12 03:48:08
20,11,0.8225,7,2025-09-12 03:48:08
21,0,0.8025,13,2025-09-12 03:48:08
21,1,0.7975,7,2025-09-12 03:48:08
21,2,0.845,9,2025-09-12 03:48:08
21,3,0.845,12,2025-09-12 03:48:08
21,4,0.8175,12,2025-09-12 03:48:08
21,5,0.8025,14,2025-09-12 03:48:08
